"Afast","τrise","τdecay","tpeak","r20_80","d80_20","delay","half_width","area","Aslow","τrise","τdecay","tpeak","r20_80","d80_20","delay","half_width","area"
0,NA,NA,NA,NA,NA,NA,NA,0,-83.338,27.97,220.487,66.139,23.931,308.24,22.49,235.288,24802.818
0,NA,NA,NA,NA,NA,NA,NA,0,-132.38,16.37,294.826,50.107,16.809,408.856,20.454,262.131,46259.139
-199.125,7.096,30,13.4,5.052,43.382,16.204,39.047,9337.491,-350.525,41.871,384.282,104.169,37.235,535.528,12.749,394.165,176642.619
-171.35,2.722,26.226,6.88,2.449,36.52,15.17,26.559,5841.865,-241.536,39.88,302.065,93.029,33.763,422.73,17,325.936,99273.913
-23.617,8.849,8.868,8.858,3.472,19.221,20.328,21.67,568.676,-47.292,20.882,135.323,46.145,16.94,190.369,16.019,152.81,9000.177
-81.882,7.095,8.363,7.694,3.014,16.786,19.314,18.863,1718.308,-162.242,30.23,313.42,78.245,27.68,436.008,18,311.818,65269.794
-153.808,5.357,5.363,5.36,2.101,11.631,19.129,13.113,2241.004,-146.833,26.691,259.408,67.659,24.069,361.181,16.042,262.146,49440.441
