"model","data","parameter","estimate","ci_2.5","ci_97.5","p_6OHDA_less_than_0","p_control_less_than_6OHDA","p_classic_2tail","p_6OHDA_cell_less_than_control_cell"
"brm: var ~ Group + (1 | Animal/field), family = student()","df_NDNF","b_Group1",1.60493638480021,0.040659588204085,3.14271395770349,0.022375,0.977625,0.04475,0.62025
