"Afast","τrise","τdecay","tpeak","r20_80","d80_20","delay","half_width","area","Aslow","τrise","τdecay","tpeak","r20_80","d80_20","delay","half_width","area"
-45.758,3.08,91.172,10.799,3.427,126.393,4.577,75.291,4696.459,-28.192,63.403,326.17,128.905,48.046,464.351,1.962,405.532,13652.173
-183.839,1.711,10.275,3.681,1.358,14.502,5.179,11.879,2702.604,-96.653,1.13,118.579,5.309,1.429,164.385,3.787,87.898,11985.771
-6.016,6.164,6.171,6.168,2.418,13.383,6.361,15.088,100.854,-38.008,13.531,139.373,34.949,12.371,193.902,4.385,138.876,6807.087
-31.284,5.492,5.502,5.497,2.155,11.928,4.981,13.447,467.453,-49.662,3.613,151.573,13.829,4.205,210.125,3.365,120.321,8246.571
-159.597,5.225,5.242,5.234,2.052,11.357,2.746,12.804,2270.651,-56.981,10.22,138.26,28.746,9.924,191.913,13.64,129.718,9698.934
-234.01,1.833,8.699,3.617,1.355,12.456,4.161,10.869,3085.194,-113.134,1.137,135.556,5.483,1.45,187.92,5.55,99.837,15968.887
-42.266,1.971,9.667,3.936,1.471,13.807,4.337,11.941,613.927,-54.131,6.116,158.054,20.689,6.67,219.119,3.464,132.89,9752.172
-440.901,2.841,76.153,9.705,3.115,105.574,4.635,63.71,38139.375,-150.636,31.571,189.214,67.854,25.043,267.087,6.8,218.872,40796.846
-47.117,7.552,138.952,23.257,7.784,192.688,7.207,123.091,7739.849,-13.979,42.129,522.43,115.374,40.162,725.55,0.298,502.572,9107.897
