"model","data","parameter","estimate","se","d","t_value","p_value"
"lmer: var ~ Group + (1 | Slice)","dF/F0","(Intercept)",0.609084007862335,0.0545467519205472,13.110353589328,11.1662745519573,4.53603415716292e-08
"lmer: var ~ Group + (1 | Slice)","dF/F0","Condition1",-0.118997905066443,0.0545467519205472,13.1103535895282,-2.18157637029929,0.0479292102733666
