"x","y","yfilter","yfit","yfit1","yfit2"
0,-0.206298818326337,-0.206298818326337,0,0,0
0.1,-1.30493157864408,-1.30493157864408,0,0,0
0.2,1.13647455539535,1.13647455539535,0,0,0
0.3,1.50268547550126,1.50268547550126,0,0,0
0.4,1.99096670230916,1.99096670230916,0,0,0
0.5,-0.20629881832633,-0.20629881832633,0,0,0
0.6,-1.42700188534605,-1.42700188534605,0,0,0
0.7,-0.633544891783229,-0.633544891783229,0,0,0
0.8,1.25854486209733,1.25854486209733,0,0,0
0.9,2.54028308246803,2.54028308246803,0,0,0
1,0.587158175236491,0.587158175236491,0,0,0
1.1,0.40405271518352,0.40405271518352,0,0,0
1.2,0.892333941991412,0.892333941991412,0,0,0
1.3,0.465087868534505,0.465087868534505,0,0,0
1.4,-0.389404278379294,-0.389404278379294,0,0,0
1.5,-1.54907219204801,-1.54907219204801,0,0,0
1.6,-1.97631826550492,-1.97631826550492,0,0,0
1.7,-1.18286127194211,-1.18286127194211,0,0,0
1.8,-0.877685505187179,-0.877685505187179,0,0,0
1.9,0.343017561832541,0.343017561832541,0,0,0
2,0.220947255130563,0.220947255130563,0,0,0
2.1,0.587158175236476,0.587158175236476,0,0,0
2.2,-0.938720658538165,-0.938720658538165,0,0,0
2.3,-0.450439431730272,-0.450439431730272,0,0,0
2.4,1.07543940204437,1.07543940204437,0,0,0
2.5,2.05200185566013,2.05200185566013,0,0,0
2.6,-1.24389642529309,-1.24389642529309,0,0,0
2.7,-2.52563464566379,-2.52563464566379,0,0,0
2.8,-0.450439431730279,-0.450439431730279,0,0,0
2.9,0.587158175236491,0.587158175236491,0,0,0
3,0.465087868534505,0.465087868534505,0,0,0
3.1,0.526123021885505,0.526123021885505,0,0,0
3.2,-0.206298818326337,-0.206298818326337,0,0,0
3.3,-0.206298818326337,-0.206298818326337,0,0,0
3.4,-0.755615198485208,-0.755615198485208,0,0,0
3.5,-1.54907219204802,-1.54907219204802,0,0,0
3.6,-1.91528311215393,-1.91528311215393,0,0,0
3.7,1.07543940204436,1.07543940204436,0,0,0
3.8,-0.877685505187179,-0.877685505187179,0,0,0
3.9,-2.09838857220689,-2.09838857220689,0,0,0
4,-2.8918455657697,-2.8918455657697,0,0,0
4.1,-1.79321280545195,-1.79321280545195,0,0,0
4.2,-0.99975581188915,-0.99975581188915,0,0,0
4.3,-0.328369125028301,-0.328369125028301,0,0,0
4.4,-1.48803703869703,-1.48803703869703,0,0,0
4.5,0.953369095342404,0.953369095342404,0,0,0
4.6,-0.755615198485201,-0.755615198485201,0,0,0
4.7,-0.877685505187172,-0.877685505187172,0,0,0
4.8,-0.0231933582733804,-0.0231933582733804,0,0,0
4.9,-0.877685505187179,-0.877685505187179,0,0,0
5,0.587158175236476,0.587158175236476,0,0,0
5.1,-0.145263664975337,-0.145263664975337,0,0,0
5.2,1.13647455539536,1.13647455539536,0,0,0
5.3,-1.610107345399,-1.610107345399,0,0,0
5.4,-2.64770495236577,-2.64770495236577,0,0,0
5.5,-0.938720658538157,-0.938720658538157,0,0,0
5.6,-0.0231933582733804,-0.0231933582733804,0,0,0
5.7,-1.18286127194211,-1.18286127194211,0,0,0
5.8,0.343017561832534,0.343017561832534,0,0,0
5.9,-1.06079096524013,-1.06079096524013,0,0,0
6,-1.610107345399,-1.610107345399,0,0,0
6.1,-0.694580045134222,-0.694580045134222,0,0,0
6.2,-0.99975581188915,-0.99975581188915,0,0,0
6.3,-0.694580045134222,-0.694580045134222,0,0,0
6.4,-1.12182611859112,-1.12182611859112,0,0,0
6.5,-0.511474585081265,-0.511474585081265,0,0,0
6.6,-0.023193358273359,-0.023193358273359,0,0,0
6.7,0.159912101779577,0.159912101779577,0,0,0
6.8,-1.42700188534603,-1.42700188534603,0,0,0
6.9,-0.206298818326323,-0.206298818326323,0,0,0
7,0.404052715183527,0.404052715183527,0,0,0
7.1,0.709228481938448,0.709228481938448,0,0,0
7.2,-1.1828612719421,-1.1828612719421,0,0,0
7.3,-1.97631826550492,-1.97631826550492,0,0,0
7.4,-0.084228511624366,-0.084228511624366,0,0,0
7.5,-1.42700188534605,-1.42700188534605,0,0,0
7.6,-0.450439431730279,-0.450439431730279,0,0,0
7.7,1.38061516879929,1.38061516879929,0,0,0
7.8,0.587158175236476,0.587158175236476,0,0,0
7.9,0.281982408481548,0.281982408481548,0,0,0
8,-0.755615198485208,-0.755615198485208,0,0,0
8.1,-1.12182611859112,-1.12182611859112,0,0,0
8.2,-0.206298818326337,-0.206298818326337,0,0,0
8.3,0.953369095342404,0.953369095342404,0,0,0
8.4,0.526123021885491,0.526123021885491,0,0,0
8.5,-1.30493157864408,-1.30493157864408,0,0,0
8.6,0.159912101779584,0.159912101779584,0,0,0
8.7,1.25854486209734,1.25854486209734,0,0,0
8.8,1.62475578220325,1.62475578220325,0,0,0
8.9,1.92993154895816,1.92993154895816,0,0,0
9,0.770263635289433,0.770263635289433,0,0,0
9.1,1.25854486209732,1.25854486209732,0,0,0
9.2,1.50268547550128,1.50268547550128,0,0,0
9.3,1.8078612422562,1.8078612422562,0,0,0
9.4,0.465087868534505,0.465087868534505,0,0,0
9.5,-2.52563464566378,-2.52563464566378,0,0,0
9.6,-2.15942372555788,-2.15942372555788,0,0,0
9.7,-0.084228511624366,-0.084228511624366,0,0,0
9.8,0.648193328587462,0.648193328587462,0,0,0
9.9,-0.20629881832633,-0.20629881832633,0,0,0
10,-1.12182611859112,-1.12182611859112,0,0,0
10.1,-1.91528311215393,-1.91528311215393,0,0,0
10.2,1.19750970874633,1.19750970874633,0,0,0
10.3,-0.328369125028308,-0.328369125028308,0,0,0
10.4,-0.694580045134215,-0.694580045134215,0,0,0
10.5,-0.450439431730279,-0.450439431730279,0,0,0
10.6,-0.084228511624366,-0.084228511624366,0,0,0
10.7,0.831298788640433,0.831298788640433,0,0,0
10.8,0.587158175236476,0.587158175236476,0,0,0
10.9,-1.06079096524013,-1.06079096524013,0,0,0
11,-0.145263664975351,-0.145263664975351,0,0,0
11.1,-0.328369125028308,-0.328369125028308,0,0,0
11.2,-1.54907219204801,-1.54907219204801,0,0,0
11.3,0.40405271518352,0.40405271518352,0,0,0
11.4,0.526123021885498,0.526123021885498,0,0,0
11.5,-0.999755811889143,-0.999755811889143,0,0,0
11.6,-1.42700188534605,-1.42700188534605,0,0,0
11.7,-2.22045887890886,-2.22045887890886,0,0,0
11.8,-1.48803703869703,-1.48803703869703,0,0,0
11.9,-1.24389642529308,-1.24389642529308,0,0,0
12,-0.99975581188915,-0.99975581188915,0,0,0
12.1,-2.15942372555788,-2.15942372555788,0,0,0
12.2,-1.30493157864408,-1.30493157864408,0,0,0
12.3,1.13647455539536,1.13647455539536,0,0,0
12.4,0.343017561832534,0.343017561832534,0,0,0
12.5,-0.755615198485208,-0.755615198485208,0,0,0
12.6,0.770263635289433,0.770263635289433,0,0,0
12.7,0.465087868534519,0.465087868534519,0,0,0
12.8,-0.755615198485208,-0.755615198485208,0,0,0
12.9,-1.67114249874998,-1.67114249874998,0,0,0
13,-0.206298818326323,-0.206298818326323,0,0,0
13.1,0.159912101779584,0.159912101779584,0,0,0
13.2,0.770263635289448,0.770263635289448,0,0,0
13.3,0.220947255130584,0.220947255130584,0,0,0
13.4,-0.145263664975351,-0.145263664975351,0,0,0
13.5,0.0378417950776195,0.0378417950776195,0,0,0
13.6,-0.20629881832633,-0.20629881832633,0,0,0
13.7,1.25854486209733,1.25854486209733,0,0,0
13.8,4.12719706959367,4.12719706959367,0,0,0
13.9,0.281982408481548,0.281982408481548,0,0,0
14,-0.755615198485201,-0.755615198485201,0,0,0
14.1,1.19750970874636,1.19750970874636,0,0,0
14.2,2.47924792911705,2.47924792911705,0,0,0
14.3,-0.511474585081265,-0.511474585081265,0,0,0
14.4,-1.91528311215393,-1.91528311215393,0,0,0
14.5,1.07543940204438,1.07543940204438,0,0,0
14.6,1.07543940204438,1.07543940204438,0,0,0
14.7,-0.511474585081258,-0.511474585081258,0,0,0
14.8,-0.572509738432251,-0.572509738432251,0,0,0
14.9,-0.267333971677322,-0.267333971677322,0,0,0
15,0.159912101779577,0.159912101779577,0,0,0
15.1,-0.450439431730279,-0.450439431730279,0,0,0
15.2,-0.206298818326337,-0.206298818326337,0,0,0
15.3,-0.0231933582733733,-0.0231933582733733,0,0,0
15.4,1.38061516879931,1.38061516879931,0,0,0
15.5,2.90649400257395,2.90649400257395,0,0,0
15.6,1.07543940204438,1.07543940204438,0,0,0
15.7,0.648193328587476,0.648193328587476,0,0,0
15.8,-0.0231933582733804,-0.0231933582733804,0,0,0
15.9,-2.09838857220689,-2.09838857220689,0,0,0
16,-0.816650351836193,-0.816650351836193,0,0,0
16.1,-0.267333971677301,-0.267333971677301,0,0,0
16.2,-1.12182611859112,-1.12182611859112,0,0,0
16.3,0.343017561832548,0.343017561832548,0,0,0
16.4,-0.328369125028301,-0.328369125028301,0,0,0
16.5,1.25854486209732,1.25854486209732,0,0,0
16.6,1.80786124225621,1.80786124225621,0,0,0
16.7,1.07543940204436,1.07543940204436,0,0,0
16.8,0.281982408481548,0.281982408481548,0,0,0
16.9,-1.48803703869703,-1.48803703869703,0,0,0
17,-0.450439431730272,-0.450439431730272,0,0,0
17.1,0.0988769484285909,0.0988769484285909,0,0,0
17.2,0.40405271518352,0.40405271518352,0,0,0
17.3,1.19750970874634,1.19750970874634,0,0,0
17.4,-0.145263664975351,-0.145263664975351,0,0,0
17.5,-1.06079096524013,-1.06079096524013,0,0,0
17.6,0.709228481938448,0.709228481938448,0,0,0
17.7,2.2961424690641,2.2961424690641,0,0,0
17.8,0.587158175236476,0.587158175236476,0,0,0
17.9,0.0378417950776053,0.0378417950776053,0,0,0
18,-0.206298818326337,-0.206298818326337,0,0,0
18.1,-0.633544891783236,-0.633544891783236,0,0,0
18.2,1.80786124225619,1.80786124225619,0,0,0
18.3,0.220947255130563,0.220947255130563,0,0,0
18.4,1.38061516879929,1.38061516879929,0,0,0
18.5,2.35717762241508,2.35717762241508,0,0,0
18.6,1.56372062885225,1.56372062885225,0,0,0
18.7,-1.48803703869703,-1.48803703869703,0,0,0
18.8,-0.816650351836193,-0.816650351836193,0,0,0
18.9,-0.450439431730279,-0.450439431730279,0,0,0
19,-0.389404278379294,-0.389404278379294,0,0,0
19.1,0.587158175236476,0.587158175236476,0,0,0
19.2,1.99096670230916,1.99096670230916,0,0,0
19.3,1.74682608890523,1.74682608890523,0,0,0
19.4,-0.206298818326337,-0.206298818326337,0,0,0
19.5,-0.877685505187172,-0.877685505187172,0,0,0
19.6,-1.06079096524013,-1.06079096524013,0,0,0
19.7,1.50268547550128,1.50268547550128,0,0,0
19.8,0.159912101779577,0.159912101779577,0,0,0
19.9,-0.877685505187172,-0.877685505187172,0,0,0
20,1.25854486209732,1.25854486209732,0,0,0
20.1,0.281982408481562,0.281982408481562,0,0,0
20.2,-0.450439431730279,-0.450439431730279,0,0,0
20.3,1.25854486209732,1.25854486209732,0,0,0
20.4,1.56372062885225,1.56372062885225,0,0,0
20.5,0.281982408481548,0.281982408481548,0,0,0
20.6,0.465087868534505,0.465087868534505,0,0,0
20.7,0.098876948428598,0.098876948428598,0,0,0
20.8,-1.24389642529308,-1.24389642529308,0,0,0
20.9,-0.816650351836193,-0.816650351836193,0,0,0
21,2.05200185566015,2.05200185566015,0,0,0
21.1,1.50268547550126,1.50268547550126,0,0,0
21.2,0.220947255130563,0.220947255130563,0,0,0
21.3,0.709228481938448,0.709228481938448,0,0,0
21.4,-0.389404278379287,-0.389404278379287,0,0,0
21.5,-0.267333971677322,-0.267333971677322,0,0,0
21.6,1.01440424869338,1.01440424869338,0,0,0
21.7,-0.633544891783236,-0.633544891783236,0,0,0
21.8,-2.58666979901477,-2.58666979901477,0,0,0
21.9,0.0988769484285909,0.0988769484285909,0,0,0
22,-0.0231933582733733,-0.0231933582733733,0,0,0
22.1,0.709228481938455,0.709228481938455,0,0,0
22.2,0.953369095342397,0.953369095342397,0,0,0
22.3,0.0378417950776053,0.0378417950776053,0,0,0
22.4,-0.450439431730279,-0.450439431730279,0,0,0
22.5,-2.0373534188559,-2.0373534188559,0,0,0
22.6,-2.15942372555788,-2.15942372555788,0,0,0
22.7,-1.18286127194211,-1.18286127194211,0,0,0
22.8,-1.91528311215393,-1.91528311215393,0,0,0
22.9,-0.938720658538165,-0.938720658538165,0,0,0
23,-0.511474585081265,-0.511474585081265,0,0,0
23.1,-0.511474585081265,-0.511474585081265,0,0,0
23.2,0.770263635289433,0.770263635289433,0,0,0
23.3,0.159912101779577,0.159912101779577,0,0,0
23.4,-1.12182611859112,-1.12182611859112,0,0,0
23.5,-1.48803703869703,-1.48803703869703,0,0,0
23.6,-2.22045887890885,-2.22045887890885,0,0,0
23.7,-0.877685505187172,-0.877685505187172,0,0,0
23.8,-3.3190916392266,-3.3190916392266,0,0,0
23.9,-4.29565409284238,-4.29565409284238,0,0,0
24,-1.24389642529309,-1.24389642529309,0,0,0
24.1,1.56372062885226,1.56372062885226,0,0,0
24.2,1.01440424869338,1.01440424869338,0,0,0
24.3,-1.54907219204802,-1.54907219204802,0,0,0
24.4,-1.36596673199506,-1.36596673199506,0,0,0
24.5,-1.12182611859112,-1.12182611859112,0,0,0
24.6,0.159912101779577,0.159912101779577,0,0,0
24.7,1.13647455539535,1.13647455539535,0,0,0
24.8,-0.450439431730272,-0.450439431730272,0,0,0
24.9,-0.938720658538157,-0.938720658538157,0,0,0
25,-0.450439431730265,-0.450439431730265,0,0,0
25.1,2.17407216236212,2.17407216236212,0,0,0
25.2,2.35717762241508,2.35717762241508,0,0,0
25.3,3.08959946262692,3.08959946262692,0,0,0
25.4,2.66235338917001,2.66235338917001,0,0,0
25.5,1.25854486209732,1.25854486209732,0,0,0
25.6,1.25854486209733,1.25854486209733,0,0,0
25.7,-0.0231933582733733,-0.0231933582733733,0,0,0
25.8,0.0378417950776053,0.0378417950776053,0,0,0
25.9,0.0378417950776053,0.0378417950776053,0,0,0
26,1.13647455539536,1.13647455539536,0,0,0
26.1,-0.572509738432251,-0.572509738432251,0,0,0
26.2,-0.694580045134222,-0.694580045134222,0,0,0
26.3,-1.85424795880295,-1.85424795880295,0,0,0
26.4,-2.22045887890885,-2.22045887890885,0,0,0
26.5,-0.938720658538165,-0.938720658538165,0,0,0
26.6,-0.633544891783236,-0.633544891783236,0,0,0
26.7,-0.206298818326337,-0.206298818326337,0,0,0
26.8,1.01440424869339,1.01440424869339,0,0,0
26.9,0.159912101779577,0.159912101779577,0,0,0
27,-1.30493157864408,-1.30493157864408,0,0,0
27.1,-0.572509738432251,-0.572509738432251,0,0,0
27.2,0.892333941991405,0.892333941991405,0,0,0
27.3,-0.633544891783236,-0.633544891783236,0,0,0
27.4,0.281982408481548,0.281982408481548,0,0,0
27.5,3.02856430927593,3.02856430927593,0,0,0
27.6,1.56372062885225,1.56372062885225,0,0,0
27.7,-1.1828612719421,-1.1828612719421,0,0,0
27.8,-1.97631826550493,-1.97631826550493,0,0,0
27.9,0.281982408481562,0.281982408481562,0,0,0
28,2.54028308246803,2.54028308246803,0,0,0
28.1,4.79858375645452,4.79858375645452,0,0,0
28.2,4.55444314305057,4.55444314305057,0,0,0
28.3,1.8078612422562,1.8078612422562,0,0,0
28.4,0.281982408481555,0.281982408481555,0,0,0
28.5,0.281982408481548,0.281982408481548,0,0,0
28.6,0.526123021885505,0.526123021885505,0,0,0
28.7,1.74682608890522,1.74682608890522,0,0,0
28.8,1.50268547550128,1.50268547550128,0,0,0
28.9,-1.18286127194211,-1.18286127194211,0,0,0
29,-0.755615198485208,-0.755615198485208,0,0,0
29.1,1.86889639560719,1.86889639560719,0,0,0
29.2,0.587158175236491,0.587158175236491,0,0,0
29.3,-2.40356433896182,-2.40356433896182,0,0,0
29.4,-2.0983885722069,-2.0983885722069,0,0,0
29.5,-0.511474585081258,-0.511474585081258,0,0,0
29.6,0.770263635289433,0.770263635289433,0,0,0
29.7,1.13647455539536,1.13647455539536,0,0,0
29.8,0.281982408481562,0.281982408481562,0,0,0
29.9,0.892333941991412,0.892333941991412,0,0,0
30,-0.145263664975351,-0.145263664975351,0,0,0
30.1,0.220947255130577,0.220947255130577,0,0,0
30.2,-0.755615198485201,-0.755615198485201,0,0,0
30.3,-2.22045887890887,-2.22045887890887,0,0,0
30.4,-1.12182611859112,-1.12182611859112,0,0,0
30.5,2.17407216236212,2.17407216236212,0,0,0
30.6,2.41821277576606,2.41821277576606,0,0,0
30.7,0.709228481938462,0.709228481938462,0,0,0
30.8,-0.511474585081258,-0.511474585081258,0,0,0
30.9,0.526123021885505,0.526123021885505,0,0,0
31,0.526123021885491,0.526123021885491,0,0,0
31.1,1.07543940204438,1.07543940204438,0,0,0
31.2,1.01440424869339,1.01440424869339,0,0,0
31.3,0.709228481938448,0.709228481938448,0,0,0
31.4,0.343017561832548,0.343017561832548,0,0,0
31.5,1.50268547550128,1.50268547550128,0,0,0
31.6,0.0988769484286122,0.0988769484286122,0,0,0
31.7,0.40405271518352,0.40405271518352,0,0,0
31.8,-0.877685505187179,-0.877685505187179,0,0,0
31.9,-0.633544891783236,-0.633544891783236,0,0,0
32,1.44165032215029,1.44165032215029,0,0,0
32.1,-0.328369125028287,-0.328369125028287,0,0,0
32.2,-0.755615198485193,-0.755615198485193,0,0,0
32.3,-0.694580045134222,-0.694580045134222,0,0,0
32.4,-1.48803703869703,-1.48803703869703,0,0,0
32.5,-0.572509738432229,-0.572509738432229,0,0,0
32.6,-0.0231933582733662,-0.0231933582733662,0,0,0
32.7,-0.389404278379294,-0.389404278379294,0,0,0
32.8,0.709228481938462,0.709228481938462,0,0,0
32.9,1.01440424869338,1.01440424869338,0,0,0
33,-0.267333971677322,-0.267333971677322,0,0,0
33.1,-1.18286127194211,-1.18286127194211,0,0,0
33.2,-0.511474585081265,-0.511474585081265,0,0,0
33.3,-0.816650351836186,-0.816650351836186,0,0,0
33.4,-1.85424795880295,-1.85424795880295,0,0,0
33.5,-0.938720658538165,-0.938720658538165,0,0,0
33.6,-1.79321280545196,-1.79321280545196,0,0,0
33.7,-0.938720658538165,-0.938720658538165,0,0,0
33.8,0.892333941991419,0.892333941991419,0,0,0
33.9,0.953369095342404,0.953369095342404,0,0,0
34,0.404052715183541,0.404052715183541,0,0,0
34.1,-0.328369125028301,-0.328369125028301,0,0,0
34.2,1.25854486209733,1.25854486209733,0,0,0
34.3,1.62475578220325,1.62475578220325,0,0,0
34.4,1.92993154895816,1.92993154895816,0,0,0
34.5,-0.938720658538165,-0.938720658538165,0,0,0
34.6,-0.99975581188915,-0.99975581188915,0,0,0
34.7,0.770263635289433,0.770263635289433,0,0,0
34.8,0.709228481938448,0.709228481938448,0,0,0
34.9,0.95336909534239,0.95336909534239,0,0,0
35,0.159912101779584,0.159912101779584,0,0,0
35.1,0.770263635289433,0.770263635289433,0,0,0
35.2,-0.206298818326337,-0.206298818326337,0,0,0
35.3,-1.85424795880295,-1.85424795880295,0,0,0
35.4,-1.36596673199506,-1.36596673199506,0,0,0
35.5,-1.91528311215393,-1.91528311215393,0,0,0
35.6,-1.85424795880294,-1.85424795880294,0,0,0
35.7,-0.938720658538165,-0.938720658538165,0,0,0
35.8,-1.610107345399,-1.610107345399,0,0,0
35.9,-0.633544891783236,-0.633544891783236,0,0,0
36,0.281982408481555,0.281982408481555,0,0,0
36.1,-1.73217765210098,-1.73217765210098,0,0,0
36.2,-0.99975581188915,-0.99975581188915,0,0,0
36.3,0.709228481938448,0.709228481938448,0,0,0
36.4,0.220947255130563,0.220947255130563,0,0,0
36.5,-0.0231933582733804,-0.0231933582733804,0,0,0
36.6,-0.084228511624366,-0.084228511624366,0,0,0
36.7,-0.877685505187172,-0.877685505187172,0,0,0
36.8,1.01440424869338,1.01440424869338,0,0,0
36.9,1.19750970874635,1.19750970874635,0,0,0
37,-1.06079096524013,-1.06079096524013,0,0,0
37.1,-1.06079096524013,-1.06079096524013,0,0,0
37.2,0.0988769484285909,0.0988769484285909,0,0,0
37.3,-0.938720658538157,-0.938720658538157,0,0,0
37.4,0.465087868534505,0.465087868534505,0,0,0
37.5,-0.084228511624366,-0.084228511624366,0,0,0
37.6,-1.36596673199506,-1.36596673199506,0,0,0
37.7,-2.4645994923128,-2.4645994923128,0,0,0
37.8,-1.12182611859112,-1.12182611859112,0,0,0
37.9,-1.24389642529309,-1.24389642529309,0,0,0
38,-1.18286127194211,-1.18286127194211,0,0,0
38.1,-1.67114249874999,-1.67114249874999,0,0,0
38.2,-1.79321280545195,-1.79321280545195,0,0,0
38.3,-2.8918455657697,-2.8918455657697,0,0,0
38.4,-2.76977525906772,-2.76977525906772,0,0,0
38.5,-0.450439431730279,-0.450439431730279,0,0,0
38.6,1.38061516879929,1.38061516879929,0,0,0
38.7,1.01440424869338,1.01440424869338,0,0,0
38.8,-0.267333971677322,-0.267333971677322,0,0,0
38.9,1.07543940204436,1.07543940204436,0,0,0
39,1.44165032215028,1.44165032215028,0,0,0
