"Afast","τrise","τdecay","tpeak","r20_80","d80_20","delay","half_width","area","Aslow","τrise","τdecay","tpeak","r20_80","d80_20","delay","half_width","area"
-163.623,4.117,25.722,8.981,3.305,36.24,14.935,29.372,5967.36,-502.946,30.551,223.181,70.389,25.616,312.661,17,243.298,153869.152
-84.247,6.614,7.668,7.115,2.788,15.507,10.754,17.436,1633.832,-365.648,19.393,255.62,54.116,18.73,354.866,13.3,241.114,115504.782
-11.687,1.341,5.154,2.44,0.925,7.527,15.678,6.947,96.709,-69.1,34.474,245.407,78.721,28.703,344.074,4.687,269.522,23371.084
-72.115,4.205,4.208,4.206,1.649,9.127,20.066,10.29,824.548,-160.548,19.992,306.514,58.385,19.911,425.235,15.842,280.58,59536.032
-73.373,3.637,3.642,3.64,1.427,7.898,12.663,8.904,725.95,-241.665,22.674,104.786,44.29,16.614,150.345,15.409,132.131,38643.948
-55.194,3.369,3.372,3.37,1.321,7.313,14.062,8.245,505.645,-143.395,10.36,165.569,30.628,10.402,229.669,16.154,150.386,28566.182
