"time","control","GABAzine"
190.1,-74.190523819889,-21.6835438919617
190.2,-75.0938440894836,-22.2938954254715
190.3,-75.8995081137166,-21.6591298306213
190.4,-76.3877893405244,-22.2206532414503
190.5,-76.1680627884609,-22.0253407507272
190.6,-74.8252894147392,-22.2206532414504
190.7,-74.752047230718,-22.4647938548543
190.8,-75.1915003348451,-21.6103017079405
190.9,-73.824312899783,-22.5136219775351
191,-73.0674769982308,-22.3915516708331
191.1,-74.1661097585486,-21.4882314012385
191.2,-75.0206019054624,-21.5614735852597
191.3,-74.1661097585486,-21.7079579533021
191.4,-72.9942348142096,-21.9032704440252
191.5,-73.8731410224638,-21.7812001373233
191.6,-74.752047230718,-21.2929189105154
191.7,-74.068453513187,-19.9501455367937
191.8,-74.0928675745274,-19.1933096352415
191.9,-74.5323206786545,-19.5106924326666
192,-73.9707972678254,-20.1210439661764
192.1,-73.7754847771023,-18.7538565311144
192.2,-73.1163051209116,-18.8026846537951
192.3,-72.7500942008057,-18.8515127764759
192.4,-73.1163051209116,-17.6552237707966
192.5,-73.140719182252,-17.6552237707966
192.6,-72.579195771423,-17.8993643842006
192.7,-72.4815395260614,-18.0946768749237
192.8,-72.4327114033806,-17.2401847280099
192.9,-73.0430629368904,-17.0204581759464
193,-71.7735317471899,-18.0214346909025
193.1,-69.9913052693412,-17.801708138839
193.2,-70.4063443121279,-17.7528800161582
193.3,-71.2364223977013,-17.9481925068813
193.4,-71.7002895631688,-16.6786613171808
193.5,-71.4561489497648,-16.3368644584153
193.6,-70.7969692935742,-16.1659660290326
193.7,-70.8946255389357,-16.190380090373
193.8,-70.8946255389357,-15.4335441888207
193.9,-71.1631802136801,-15.3603020047996
194,-70.2842740054259,-14.9452629620128
194.1,-71.5538051951264,-14.5302239192261
194.2,-72.8233363848269,-14.5790520419069
194.3,-73.9219691451446,-14.9452629620128
194.4,-72.8721645075077,-15.3114738821188
194.5,-73.5069301023579,-14.8720207779917
194.6,-74.4102503719525,-15.3603020047995
194.7,-73.7754847771023,-15.2870598207784
194.8,-74.1661097585486,-14.1395989377798
194.9,-75.2891565802067,-14.2860833058222
195,-73.7510707157619,-14.6522942259281
195.1,-72.9209926301885,-14.0175286310779
195.2,-74.068453513187,-13.8222161403547
195.3,-74.8008753533988,-14.1395989377798
195.4,-75.4112268869087,-13.7978020790143
195.5,-73.7266566544215,-13.3827630362276
195.6,-73.0430629368904,-11.9423334171443
195.7,-73.140719182252,-11.917919355804
195.8,-74.8985315987604,-12.5526849506542
195.9,-74.9473597214412,-12.3817865212714
196,-73.6778285317407,-12.2353021532291
196.1,-72.8965785688481,-11.551708435698
196.2,-73.7022425930811,-11.6981928037404
196.3,-73.946383206485,-12.5770990119946
196.4,-74.5567347399949,-12.601513073335
196.5,-73.3604457343156,-12.0155756011655
196.6,-73.0918910595712,-9.23237260836058
196.7,-72.6524379554441,-9.79389601918965
196.8,-72.335055158019,-11.2099115769325
196.9,-72.5547817100826,-11.7470209264212
197,-72.335055158019,-11.5272943743576
197.1,-71.8956020538919,-12.5770990119946
197.2,-72.3594692193594,-12.1864740305483
197.3,-72.7256801394653,-11.6493646810596
197.4,-72.5303676487422,-9.9892085099128
197.5,-70.5284146188298,-9.79389601918964
197.6,-71.0655239683185,-10.1601069392956
197.7,-72.212984851317,-9.84272414187043
197.8,-72.6524379554441,-9.81831008053004
197.9,-72.7256801394653,-10.2333491233167
198,-72.0909145446151,-11.0390131475498
198.1,-71.5049770724456,-10.6728022274438
198.2,-70.5772427415106,-9.9892085099128
198.3,-70.0889615147027,-9.96479444857241
198.4,-70.6748989868722,-10.1601069392956
198.5,-70.2110318214047,-10.2089350619763
198.6,-69.1856412451081,-9.72065383516846
198.7,-68.4532194048963,-10.3798334913591
198.8,-68.3799772208751,-11.4540521903365
198.9,-69.1368131224274,-10.7216303501246
199,-69.4297818585121,-9.81831008053004
199.1,-68.5752897115983,-9.40327103774334
199.2,-67.7940397487057,-9.33002885372215
199.3,-68.5752897115983,-10.4042475526995
199.4,-69.5030240425333,-10.0136225712532
199.5,-69.5274381038737,-9.72065383516846
199.6,-68.4776334662367,-9.94038038723201
199.7,-68.3311490981943,-10.5263178594015
199.8,-68.2579069141732,-9.01264605629703
199.9,-67.7696256873653,-8.08491172536205
200,-67.7452116260249,-9.33002885372216
200.1,-67.5743131966421,-9.18354448567979
200.2,-67.5743131966421,-9.74506789650886
200.3,-69.1368131224274,-10.0380366325936
200.4,-68.5508756502579,-9.81831008053004
200.5,-68.1602506688116,-8.7196773202123
200.6,-69.0635709384062,-8.91498981093545
200.7,-67.4278288285998,-10.0380366325936
200.8,-66.451266374984,-8.84174762691427
200.9,-66.5977507430264,-9.30561479238176
201,-65.9141570254953,-10.4774897367207
201.1,-65.2549773693047,-9.15913042433939
201.2,-65.1329070626027,-8.64643513619111
201.3,-65.5723601667298,-9.72065383516846
201.4,-65.8653289028145,-11.0390131475498
201.5,-63.912203995583,-10.3310053686783
201.6,-64.7422820811564,-9.40327103774334
201.7,-65.9873992095165,-9.08588824031821
201.8,-65.0596648785815,-8.59760701351033
201.9,-64.1563446089869,-8.79291950423348
202,-63.1797821553711,-8.67084919753151
202.1,-63.6192352594982,-9.134716362999
202.2,-63.7657196275406,-8.37788046144678
202.3,-62.9112274806268,-8.86616168825466
202.4,-63.0332977873288,-9.72065383516846
202.5,-63.6924774435194,-9.84272414187044
202.6,-62.5694306218613,-10.8925287795074
202.7,-61.3487275548416,-10.6239741047631
202.8,-61.4219697388628,-9.42768509908373
202.9,-61.7881806589687,-8.7440913815527
203,-62.4961884378401,-9.72065383516846
203.1,-64.4004852223908,-9.42768509908373
203.2,-64.8155242651776,-9.52534134444531
203.3,-64.9375945718795,-9.54975540578571
203.4,-65.3038054919854,-8.93940387227584
203.5,-65.0596648785815,-8.42670858412756
203.6,-64.1319305476465,-8.47553670680836
203.7,-63.3506805847539,-7.88959923463889
203.8,-63.3506805847539,-8.28022421608519
203.9,-62.9356415419672,-7.79194298927731
204,-63.1797821553711,-8.23139609340441
204.1,-62.4961884378401,-7.57221643721377
204.2,-60.5918916532893,-6.96186490370391
204.3,-59.7373995063755,-8.35346640010638
204.4,-61.6661103522667,-7.74311486659653
204.5,-61.4219697388628,-6.81538053566154
204.6,-60.5430635306086,-5.96088838874774
204.7,-60.2500947945238,-7.52338831453298
204.8,-60.0791963651411,-8.18256797072362
204.9,-60.323336978545,-7.18159145576745
205,-61.0801728800972,-7.27924770112903
205.1,-61.6416962909263,-7.62104455989455
205.2,-62.3985321924785,-7.64545862123494
205.3,-62.056735333713,-7.91401329597929
205.4,-62.4961884378401,-8.08491172536204
205.5,-62.4229462538189,-8.79291950423348
205.6,-61.25107130948,-9.47651322176452
205.7,-60.7872041440125,-7.45014613051179
205.8,-61.4219697388628,-8.01166954134086
205.9,-61.1778291254588,-9.96479444857241
206,-59.3467745249292,-8.15815390938323
206.1,-59.7129854450351,-6.1317868181305
206.2,-60.1768526105026,-7.69428674391574
206.3,-59.2979464022484,-7.52338831453298
206.4,-58.467868316675,-7.62104455989455
206.5,-59.273532340908,-8.06049766402165
206.6,-60.9336885120549,-7.15717739442706
206.7,-60.079196365141,-7.54780237587337
206.8,-60.0303682424603,-8.35346640010638
206.9,-60.445407285247,-8.98823199495664
207,-59.5420870156524,-9.42768509908373
207.1,-58.9317354821425,-8.54877889082954
207.2,-58.3213839486327,-7.30366176246943
207.3,-58.2725558259519,-6.62006804493839
207.4,-59.273532340908,-6.86420865834233
207.5,-59.1758760955465,-6.88862271968272
207.6,-60.0059541811199,-6.20502900215168
207.7,-59.4444307702908,-6.22944306349208
207.8,-57.7354464764632,-7.30366176246943
207.9,-57.3936496176977,-7.8407711119581
208,-58.3213839486327,-7.37690394649061
208.1,-58.6387667460578,-7.8407711119581
208.2,-58.712008930079,-7.69428674391574
208.3,-59.7373995063755,-6.9862789650443
208.4,-59.5420870156524,-7.69428674391574
208.5,-59.6885713836948,-7.76752892793692
208.6,-60.2500947945238,-6.69331022895957
208.7,-59.7618135677159,-7.30366176246943
208.8,-57.906344905846,-8.84174762691427
208.9,-58.2237277032711,-8.47553670680836
209,-58.345798009973,-7.40131800783101
209.1,-57.7110324151228,-7.0106930263847
209.2,-57.2471652496553,-7.49897425319258
209.3,-58.9561495434829,-7.20600551710785
209.4,-58.4434542553346,-6.76655241298076
209.5,-58.1504855192499,-7.49897425319258
209.6,-58.4434542553346,-8.37788046144678
209.7,-58.2237277032711,-8.54877889082954
209.8,-57.9307589671864,-8.96381793361624
209.9,-56.4659152867627,-7.37690394649061
210,-54.7081028702543,-6.96186490370391
210.1,-54.6348606862331,-8.45112264546796
210.2,-56.0997043666568,-8.37788046144678
210.3,-56.8809543295494,-8.98823199495664
210.4,-57.2471652496553,-8.74409138155269
210.5,-56.8077121455282,-7.32807582380982
210.6,-56.8077121455282,-8.30463827742559
210.7,-57.6133761697612,-9.11030230165861
210.8,-57.9795870898672,-10.4042475526995
210.9,-57.6377902311016,-8.15815390938323
211,-56.5391574707839,-7.62104455989455
211.1,-56.5635715321243,-9.03706011763743
211.2,-57.4180636790381,-8.6952632588719
211.3,-57.2715793109957,-7.96284141866007
211.4,-56.978610574911,-8.59760701351032
211.5,-56.5391574707839,-8.42670858412756
211.6,-57.0762668202726,-8.67084919753151
211.7,-58.2481417646115,-8.52436482948914
211.8,-57.662204292442,-9.11030230165861
211.9,-57.6133761697612,-9.50092728310491
212,-57.6866183537824,-8.89057574959506
212.1,-56.2706027960396,-8.40229452278717
212.2,-56.0264621826356,-9.20795854702018
212.3,-56.0997043666568,-9.15913042433939
212.4,-56.4170871640819,-8.2802242160852
212.5,-57.1739230656341,-8.06049766402165
212.6,-57.5645480470804,-8.52436482948914
212.7,-58.0284152125479,-7.62104455989456
212.8,-58.0040011512075,-7.52338831453298
212.9,-58.2725558259519,-8.40229452278717
213,-58.5655245620366,-8.76850544289309
213.1,-57.54013398574,-8.54877889082954
213.2,-57.4424777403785,-8.89057574959506
213.3,-58.6875948687386,-9.18354448567979
213.4,-59.0538057888445,-9.50092728310491
213.5,-59.7373995063755,-8.67084919753151
213.6,-60.2745088558642,-8.06049766402165
213.7,-59.5909151383332,-7.4257320691714
213.8,-60.1524385491623,-6.49799773823642
213.9,-61.006930696076,-7.23041957844825
214,-61.0801728800972,-7.71870080525613
214.1,-60.4942354079278,-7.49897425319258
214.2,-61.6416962909263,-7.47456019185219
214.3,-61.2022431867992,-8.08491172536205
214.4,-60.0791963651411,-7.69428674391573
214.5,-60.445407285247,-8.2802242160852
214.6,-61.2754853708204,-8.06049766402165
214.7,-61.5684541069051,-6.22944306349208
214.8,-61.5928681682455,-5.88764620472655
214.9,-60.9336885120549,-7.03510708772509
215,-60.7872041440125,-7.96284141866007
215.1,-61.5440400455647,-8.2558101547448
215.2,-62.2520478244362,-8.79291950423348
215.3,-62.5450165605209,-9.18354448567979
215.4,-62.0079072110322,-9.45209916042413
215.5,-62.0811493950534,-8.89057574959506
215.6,-61.6416962909263,-6.83979459700194
215.7,-60.0547823038007,-6.49799773823642
215.8,-59.39560264761,-7.8407711119581
215.9,-58.712008930079,-8.20698203206402
216,-58.4434542553346,-7.74311486659653
216.1,-58.9805636048233,-8.57319295216993
216.2,-58.7364229914194,-8.96381793361624
216.3,-58.1260714579095,-8.57319295216993
216.4,-58.2237277032711,-7.88959923463889
216.5,-58.7608370527598,-9.47651322176452
216.6,-59.3711885862696,-8.57319295216993
216.7,-59.2491182795677,-8.32905233876599
216.8,-58.2237277032711,-9.42768509908373
216.9,-56.29501685738,-9.52534134444531
217,-56.1241184279972,-9.23237260836058
217.1,-56.2461887346992,-8.7196773202123
217.2,-56.050876243976,-8.23139609340441
217.3,-55.5381809558277,-8.42670858412757
217.4,-54.5127903795312,-8.2558101547448
217.5,-54.3663060114888,-8.06049766402165
217.6,-54.3907200728292,-7.35248988515022
217.7,-54.3418919501484,-7.27924770112903
217.8,-53.6582982326174,-6.69331022895957
217.9,-54.4151341341696,-6.88862271968272
218,-55.0743137903602,-7.45014613051179
218.1,-53.7803685393193,-7.64545862123495
218.2,-52.9747045150863,-7.30366176246943
218.3,-53.8047826006597,-6.79096647432115
218.4,-53.6582982326174,-6.74213835164036
218.5,-53.9512669687021,-7.66987268257534
218.6,-54.6592747475735,-7.15717739442706
218.7,-54.3418919501484,-6.00971651142853
218.8,-54.5372044408716,-7.01069302638469
218.9,-55.0987278517006,-6.86420865834233
219,-54.4151341341696,-6.22944306349208
219.1,-53.389743557873,-7.30366176246943
219.2,-53.4873998032346,-7.20600551710785
219.3,-53.8291966620001,-8.2802242160852
219.4,-54.2198216434464,-7.93842735731968
219.5,-52.9502904537459,-8.10932578670244
219.6,-52.7305639016824,-8.42670858412757
219.7,-52.0469701841513,-8.52436482948914
219.8,-51.900485816109,-7.64545862123495
219.9,-52.1934545521937,-8.54877889082954
220,-52.3155248588957,-8.13373984804284
220.1,-51.1680639758971,-6.9862789650443
220.2,-50.4112280743449,-6.88862271968272
220.3,-50.6065405650681,-6.1073727567901
220.4,-51.5098608346627,-5.91206026606695
220.5,-52.58407953364,-6.81538053566154
220.6,-52.5596654722996,-7.4257320691714
220.7,-51.4122045893011,-7.4501461305118
220.8,-51.6075170800242,-8.59760701351033
220.9,-52.462009226938,-6.76655241298075
221,-51.9981420614705,-7.08393521040588
221.1,-53.0967748217883,-8.96381793361624
221.2,-53.6827122939577,-8.91498981093545
221.3,-53.1211888831287,-7.8407711119581
221.4,-51.9737280001302,-6.9618649037039
221.5,-50.972751485174,-6.59565398359799
221.6,-50.3623999516641,-6.66889616761917
221.7,-50.8018530557912,-7.32807582380982
221.8,-50.6553686877489,-7.62104455989456
221.9,-50.9483374238336,-7.69428674391574
222,-51.4854467733223,-7.64545862123495
222.1,-52.0469701841513,-7.54780237587337
222.2,-51.4854467733223,-7.59663049855416
222.3,-50.4112280743449,-8.47553670680836
222.4,-48.9463843939213,-8.98823199495664
222.5,-49.4834937434099,-7.47456019185219
222.6,-49.8497046635159,-7.15717739442706
222.7,-48.9707984552617,-8.13373984804283
222.8,-48.4581031671134,-6.93745084236351
222.9,-48.0430641243267,-7.74311486659652
223,-48.5069312897942,-7.45014613051179
223.1,-48.6045875351557,-6.37592743153444
223.2,-48.6290015964961,-5.35053685523788
223.3,-49.1416968846444,-6.44916961555563
223.4,-48.995212516602,-7.66987268257534
223.5,-49.7520484181543,-7.88959923463888
223.6,-50.972751485174,-7.15717739442706
223.7,-50.72861087177,-7.47456019185219
223.8,-50.0938452769198,-7.66987268257534
223.9,-49.9717749702178,-8.49995076814875
224,-49.9961890315582,-6.93745084236351
224.1,-50.4356421356853,-5.66791965266301
224.2,-50.3868140130045,-6.40034149287484
224.3,-50.5821265037277,-7.57221643721377
224.4,-50.5821265037277,-7.49897425319258
224.5,-49.9717749702178,-6.47358367689602
224.6,-50.1915015222814,-5.91206026606695
224.7,-50.3623999516641,-6.9862789650443
224.8,-50.045017154239,-7.401318007831
224.9,-48.2383766150498,-7.13276333308667
225,-47.6768532042208,-6.05854463410932
225.1,-47.6036110201996,-6.62006804493839
225.2,-47.7012672655612,-7.37690394649061
225.3,-46.9444313640089,-7.13276333308667
225.4,-46.6514626279242,-6.59565398359799
225.5,-45.7969704810104,-8.35346640010638
225.6,-46.5049782598818,-9.59858352846649
225.7,-46.0411110944143,-10.5019037980611
225.8,-46.7491188732858,-12.8212396253985
225.9,-46.5538063825626,-14.212841121801
226,-46.7491188732858,-14.3104973671626
226.1,-46.7491188732858,-14.8231926553109
226.2,-46.3584938918395,-14.9452629620128
226.3,-45.088962702139,-15.3603020047996
226.4,-44.0147440031616,-16.2636222743941
226.5,-43.8438455737789,-16.0438957223306
226.6,-44.4297830459483,-15.9950675996498
226.7,-44.8692361500754,-16.7763175625424
226.8,-44.6006814753311,-15.5312004341823
226.9,-44.1368143098636,-15.0429192073744
227,-44.3077127392463,-16.2392082130537
227.1,-45.2842751928621,-17.557567525435
227.2,-45.6749001743084,-16.0927238450114
227.3,-46.3584938918395,-14.456981735205
227.4,-46.9200173026685,-15.2870598207784
227.5,-46.2364235851375,-13.9198723857163
227.6,-43.9903299418212,-12.723583380037
227.7,-43.6973612057365,-11.4784662516769
227.8,-44.8204080273946,-12.0399896625059
227.9,-45.7481423583296,-12.2841302759099
228,-45.7969704810104,-11.9423334171443
228.1,-44.0879861871828,-11.3808100063153
228.2,-43.7217752670769,-11.1854975155921
228.3,-44.3077127392463,-11.9667474784847
228.4,-44.2588846165655,-11.917919355804
228.5,-44.8692361500754,-12.0399896625059
228.6,-46.3829079531799,-12.3329583985907
228.7,-46.7491188732858,-11.5761224970384
228.8,-45.9434548490528,-11.5028803130172
228.9,-45.1377908248197,-12.1132318465271
229,-45.1622048861601,-11.795849049102
229.1,-45.5528298676065,-10.6972162887842
229.2,-44.2100564938848,-10.8925287795074
229.3,-44.4541971072887,-11.5272943743576
229.4,-44.5030252299695,-10.868114718167
229.5,-44.1368143098636,-10.0868647552744
229.6,-44.8692361500754,-9.67182571248767
229.7,-44.6739236593523,-9.79389601918965
229.8,-43.8926736964596,-9.37885697640295
229.9,-43.6241190217153,-10.184521000636
230,-43.6485330830557,-10.184521000636
230.1,-42.5254862613976,-9.94038038723201
230.2,-42.2813456479936,-8.96381793361624
230.3,-43.1846659175882,-9.08588824031821
230.4,-43.0137674882054,-9.52534134444531
230.5,-44.4541971072887,-8.20698203206401
230.6,-46.0166970330739,-7.71870080525613
230.7,-45.8457986036912,-7.66987268257534
230.8,-44.6006814753311,-9.01264605629703
230.9,-44.3809549232675,-9.1591304243394
231,-44.4786111686291,-7.96284141866007
231.1,-43.5997049603749,-8.91498981093545
231.2,-43.7217752670769,-9.25678666970097
231.3,-45.8213845423508,-8.54877889082954
231.4,-45.2842751928621,-6.18061494081129
231.5,-44.4541971072887,-6.00971651142853
231.6,-45.1377908248197,-6.76655241298075
231.7,-45.5528298676064,-6.00971651142853
231.8,-46.2608376464779,-7.30366176246943
231.9,-45.2598611315217,-7.32807582380982
232,-43.5264627763537,-6.86420865834233
232.1,-44.4297830459483,-6.44916961555563
232.2,-44.6983377206926,-7.08393521040588
232.3,-44.6495095980119,-7.96284141866007
232.4,-44.4786111686291,-7.98725548000047
232.5,-43.4043924696517,-7.4257320691714
232.6,-43.3067362242902,-6.81538053566154
232.7,-43.1602518562478,-6.9862789650443
232.8,-42.9161112428439,-7.35248988515022
232.9,-43.7217752670769,-7.54780237587337
233,-43.5264627763537,-7.93842735731968
233.1,-42.989353426865,-7.20600551710785
233.2,-44.1124002485232,-7.10834927174627
233.3,-44.161228371204,-7.20600551710785
233.4,-43.9170877578,-7.35248988515022
233.5,-44.3321268005867,-7.8651851732985
233.6,-43.9659158804808,-8.7440913815527
233.7,-43.5997049603749,-9.23237260836058
233.8,-43.233494040269,-8.35346640010638
233.9,-43.3067362242902,-8.47553670680835
234,-43.2823221629498,-7.79194298927731
234.1,-42.989353426865,-8.20698203206402
234.2,-42.3545878320148,-7.32807582380982
234.3,-42.0860331572705,-7.71870080525613
234.4,-43.2823221629498,-8.37788046144678
234.5,-44.1124002485232,-7.52338831453298
234.6,-43.9170877578,-7.05952114906548
234.7,-43.233494040269,-5.86323214338616
234.8,-43.6485330830557,-6.79096647432115
234.9,-43.2823221629498,-6.79096647432115
235,-43.6485330830557,-6.1317868181305
235.1,-43.355564346971,-6.25385712483247
235.2,-43.4776346536729,-6.30268524751326
235.3,-43.4532205923325,-7.08393521040588
235.4,-42.8428690588227,-7.4257320691714
235.5,-42.5254862613976,-7.96284141866007
235.6,-42.1348612799512,-8.6952632588719
235.7,-42.6231425067591,-8.35346640010638
235.8,-42.6475565680995,-7.49897425319258
235.9,-43.3067362242902,-7.47456019185219
236,-42.7207987521207,-8.06049766402165
236.1,-43.4776346536729,-7.13276333308667
236.2,-43.5752908990345,-6.83979459700194
236.3,-43.4532205923325,-6.52241179957681
236.4,-43.5752908990345,-6.66889616761918
236.5,-42.4034159546956,-7.52338831453297
236.6,-43.3799784083114,-8.42670858412757
236.7,-44.3077127392463,-7.8651851732985
236.8,-43.8682596351192,-6.93745084236351
236.9,-42.8916971815035,-6.96186490370391
237,-42.2813456479936,-6.86420865834233
237.1,-42.0616190959301,-8.10932578670244
237.2,-41.622165991803,-9.08588824031821
237.3,-41.7686503598453,-9.91596632589162
237.4,-42.6719706294399,-9.20795854702019
237.5,-41.6709941144838,-8.74409138155269
237.6,-41.6954081758241,-8.49995076814875
237.7,-41.7198222371645,-6.83979459700194
237.8,-41.5977519304626,-7.05952114906548
237.9,-41.3536113170586,-7.71870080525613
238,-41.500095685101,-7.08393521040587
238.1,-42.5987284454187,-7.03510708772509
238.2,-42.4766581387168,-7.59663049855416
238.3,-42.9161112428439,-7.69428674391574
238.4,-41.9883769119089,-8.74409138155269
238.5,-42.7940409361419,-10.062450693934
238.6,-42.7207987521207,-9.30561479238176
238.7,-42.0616190959301,-8.6952632588719
238.8,-41.6709941144838,-8.01166954134086
238.9,-41.3291972557182,-9.35444291506255
239,-40.7676738448892,-9.81831008053004
239.1,-41.7442362985049,-7.66987268257534
239.2,-41.6954081758241,-6.76655241298075
239.3,-41.500095685101,-6.79096647432115
239.4,-41.8174784825261,-7.79194298927731
239.5,-41.5489238077818,-9.45209916042413
239.6,-41.622165991803,-8.86616168825466
239.7,-41.9639628505685,-7.57221643721377
239.8,-41.3047831943778,-7.30366176246942
239.9,-40.0596660660177,-8.74409138155269
240,-39.8643535752946,-10.1112788166148
240.1,-40.572361354166,-9.74506789650886
240.2,-41.0850566423143,-9.67182571248768
240.3,-42.0860331572705,-9.40327103774334
240.4,-44.0879861871828,-8.45112264546796
240.5,-45.3819314382237,-8.42670858412756
240.6,-45.6260720516276,-9.81831008053004
240.7,-46.8956032413281,-8.86616168825466
240.8,-48.5069312897942,-7.8407711119581
240.9,-50.2159155836218,-8.89057574959505
241,-51.2413061599183,-9.20795854702018
241.1,-51.8516576934282,-8.76850544289309
241.2,-52.462009226938,-7.8651851732985
241.3,-52.3155248588957,-8.7196773202123
241.4,-51.8272436320878,-8.89057574959506
241.5,-49.9717749702178,-9.23237260836058
241.6,-49.5567359274311,-9.5741694671261
241.7,-50.8750952398124,-9.52534134444531
241.8,-50.5577124423873,-8.45112264546796
241.9,-49.6055640501119,-8.62202107485072
242,-48.3848609830922,-8.67084919753151
242.1,-48.6290015964961,-8.01166954134086
242.2,-50.3379858903237,-7.88959923463889
242.3,-49.5079078047503,-8.57319295216993
242.4,-48.6290015964961,-8.74409138155269
242.5,-47.3106422841148,-8.30463827742559
242.6,-47.6524391428804,-8.23139609340441
242.7,-47.9698219403055,-7.57221643721376
242.8,-47.4327125908168,-7.74311486659652
242.9,-45.6016579902872,-9.134716362999
243,-44.9424783340966,-10.0136225712532
243.1,-45.7237282969892,-10.0380366325936
243.2,-45.528415806266,-9.45209916042413
243.3,-44.6495095980119,-9.96479444857241
243.4,-44.4786111686291,-9.40327103774334
243.5,-44.3321268005867,-8.49995076814875
243.6,-43.6241190217153,-7.76752892793692
243.7,-43.4776346536729,-8.59760701351032
243.8,-43.4776346536729,-8.42670858412757
243.9,-43.5264627763537,-8.74409138155269
244,-42.8672831201631,-9.62299758980689
244.1,-43.2823221629498,-9.06147417897782
244.2,-42.9161112428439,-9.50092728310492
244.3,-42.4034159546956,-9.91596632589162
244.4,-42.0860331572705,-9.11030230165861
244.5,-42.5254862613976,-7.98725548000047
244.6,-41.6709941144838,-7.66987268257534
244.7,-40.9629863356123,-7.71870080525613
244.8,-41.3536113170586,-9.06147417897782
244.9,-41.500095685101,-8.59760701351033
245,-40.572361354166,-7.15717739442706
245.1,-40.5235332314852,-7.57221643721376
245.2,-39.7911113912734,-8.57319295216993
245.3,-38.9854473670404,-8.23139609340441
245.4,-39.5225567165291,-8.23139609340441
245.5,-40.2793926180813,-8.47553670680835
245.6,-40.7676738448892,-7.25483363978864
245.7,-40.4258769861236,-6.5468258609172
245.8,-40.4014629247833,-6.91303678102312
245.9,-39.083103612402,-7.8407711119581
246,-38.9854473670404,-9.11030230165861
246.1,-38.3995098948709,-8.86616168825467
246.2,-37.911228668063,-8.23139609340441
246.3,-37.6915021159995,-8.64643513619112
246.4,-38.1065411587862,-8.6952632588719
246.5,-37.3252911958936,-7.27924770112903
246.6,-36.8370099690857,-7.15717739442706
246.7,-37.10556464383,-7.45014613051179
246.8,-38.2286114654882,-6.5712399222576
246.9,-38.4727520788921,-7.15717739442706
247,-37.3008771345532,-8.3046382774256
247.1,-36.8125959077453,-7.05952114906549
247.2,-37.7891583613611,-5.98530245008813
247.3,-38.3262677108497,-5.78998995936498
247.4,-37.6670880546591,-6.10737275679011
247.5,-36.8125959077453,-7.79194298927731
247.6,-36.7149396623837,-8.30463827742559
247.7,-37.1543927665108,-8.08491172536204
247.8,-36.8125959077453,-7.59663049855416
247.9,-36.3975568649586,-6.66889616761917
248,-38.2041974041478,-5.76557589802458
248.1,-37.349705257234,-7.18159145576745
248.2,-35.9092756381507,-7.23041957844824
248.3,-36.5928693556817,-7.8651851732985
248.4,-37.4717755639359,-8.57319295216993
248.5,-36.9590802757877,-6.79096647432115
